name,job,Logged_Year,movie_count,gender,popularity,profile_path,order,display
Yang Hongyu,Editor,2019,2,Female,1.176,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,218,0
Liao Ching-Sung,Editor,2019,2,Male,1.176,https://image.tmdb.org/t/p/original/8Ktd27fyAxTqzf736RT5EogAqMc.jpg,218,0
Garth Craven,Editor,2019,2,Male,1.176,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,218,0
Ben Baudhuin,Editor,2019,2,Male,1.159,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,219,0
William H. Ziegler,Editor,2019,2,Male,0.988,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,220,0
Helle le Fevre,Editor,2019,2,Male,0.972,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,221,0
Tim Squyres,Editor,2019,2,Male,0.84,https://image.tmdb.org/t/p/original/vVYTsqt6fEr6rS1UhLU2aejPDlt.jpg,222,0
Tom Eagles,Editor,2019,2,Male,0.84,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,222,0
Sam O'Steen,Editor,2019,2,Male,0.746,https://image.tmdb.org/t/p/original/qeMnR4AX3SCoR2rK4QjXDQHpQGx.jpg,223,0
Jeffrey Wolf,Editor,2019,2,Male,0.6559999999999999,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,224,0
Darius Khondji,Director of Photography,2019,3,Male,3.177,https://image.tmdb.org/t/p/original/4UEPDPLbcvpkY2xG6PZM9D149dA.jpg,225,1
Natasha Braier,Director of Photography,2019,3,Female,0.625,https://image.tmdb.org/t/p/original/u05OMZaKZn4jNCa7sDyYTBobxci.jpg,226,0
Robert Elswit,Director of Photography,2019,2,Male,3.775,https://image.tmdb.org/t/p/original/5urU681Z1ZyJxfjEGp6qY6XYXg1.jpg,227,0
Tak Fujimoto,Director of Photography,2019,2,Male,3.478,https://image.tmdb.org/t/p/original/xXuDkPrRjxdJao0QgXkb9DI9N7h.jpg,228,0
Xavier Grobet,Director of Photography,2019,2,Male,3.466,https://image.tmdb.org/t/p/original/qjtunyKmpDhaLMBE3z6erbSaN75.jpg,229,0
Haskell Wexler,Director of Photography,2019,2,Male,2.898,https://image.tmdb.org/t/p/original/k3JSEg2tildKuFl6F6T1gLQSwgf.jpg,230,0
John F. Seitz,Director of Photography,2019,2,Male,2.698,https://image.tmdb.org/t/p/original/imsSjaTlhfaN1UMegnPOcZ5Q0PS.jpg,231,0
John A. Alonzo,Director of Photography,2019,2,Male,2.408,https://image.tmdb.org/t/p/original/CAUlYAfSpwMrMmi2Iw9vgsSuTS.jpg,232,0
Russell Carpenter,Director of Photography,2019,2,Male,1.895,https://image.tmdb.org/t/p/original/lUvCkzSLCJe7HcQGSIO4wLHuRF.jpg,233,0
Wally Pfister,Director of Photography,2019,2,Male,1.8769999999999998,https://image.tmdb.org/t/p/original/uyWeYsERTTLjpjkE79QeSETLIoA.jpg,234,0
Kwan Pung-Leung,Director of Photography,2019,2,Male,1.788,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,235,0
Brandon Trost,Director of Photography,2019,2,Male,1.788,https://image.tmdb.org/t/p/original/5L4vJJRE10YjQdTt876FUnJqbgO.jpg,235,0
László Kovács,Director of Photography,2019,2,Male,1.73,https://image.tmdb.org/t/p/original/gK1Guqbk9HeW9uEK5ewKnYpVNiH.jpg,236,0
Richard Bluck,Director of Photography,2019,2,Male,1.6909999999999998,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,237,0
Robert Burks,Director of Photography,2019,2,Male,1.646,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,238,0
Tim Suhrstedt,Director of Photography,2019,2,Male,1.646,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,238,0
Eric Steelberg,Director of Photography,2019,2,Male,1.444,https://image.tmdb.org/t/p/original/ifITB3TP98ymhhvuCvAdsBmHz0z.jpg,239,0
Geoffrey Simpson,Director of Photography,2019,2,Male,1.435,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,240,0
Mark Lee Ping-Bing,Director of Photography,2019,2,Male,1.176,https://image.tmdb.org/t/p/original/hkdX19vk3l4t0qhtNgHXYJ3AXeG.jpg,241,0
Ueli Steiger,Director of Photography,2019,2,Male,1.176,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,241,0
Declan Quinn,Director of Photography,2019,2,Male,0.6,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,242,0
Jonathan Demme,Director,2019,4,Male,7.057,https://image.tmdb.org/t/p/original/w9Lw3xTEFQUYELkl9AH5i3p5OhJ.jpg,243,1
Alfred Hitchcock,Director,2019,3,Male,12.177999999999999,https://image.tmdb.org/t/p/original/108fiNM6poRieMg7RIqLJRxdAwG.jpg,244,0
Paul Thomas Anderson,Director,2019,3,Male,11.585999999999999,https://image.tmdb.org/t/p/original/29DHpRKddqTwo2NU162Y49JoQYa.jpg,245,0
Hou Hsiao-hsien,Director,2019,3,Male,3.728,https://image.tmdb.org/t/p/original/rqP4CEO6toAwGhsj8mmdu3Bta6I.jpg,246,0
Martin Scorsese,Director,2019,2,Male,17.377,https://image.tmdb.org/t/p/original/9U9Y5GQuWX3EZy39B8nkk4NY01S.jpg,247,0
Steven Soderbergh,Director,2019,2,Male,13.819,https://image.tmdb.org/t/p/original/y8JlSDcQzd7gAaKyxFpExupMwDz.jpg,248,0
Wong Kar-wai,Director,2019,2,Male,8.761000000000001,https://image.tmdb.org/t/p/original/gWfo3lseDx5h9YzsfnaVblG3S6c.jpg,249,0
Billy Wilder,Director,2019,2,Male,7.04,https://image.tmdb.org/t/p/original/tfVte6h2dlLn59Q0Mi6AvWAyRLP.jpg,250,0
Noah Baumbach,Director,2019,2,Male,5.803,https://image.tmdb.org/t/p/original/wRfV5qYIJHk4NH9gkKQnk99E5Qn.jpg,251,0
Errol Morris,Director,2019,2,Male,5.7429999999999986,https://image.tmdb.org/t/p/original/p0OVTOHWNOaEfK8eUjvey6uEbRp.jpg,252,0
Wayne Wang,Director,2019,2,Male,3.092,https://image.tmdb.org/t/p/original/wtw5Cg8dWy9N7Fvn9SWvboibWek.jpg,253,0
Roger Michell,Director,2019,2,Male,2.963,https://image.tmdb.org/t/p/original/lZP8wowfwLZ0rIld95KSkmGQd23.jpg,254,0
Joanna Hogg,Director,2019,2,Female,2.191,https://image.tmdb.org/t/p/original/ctW1b4JnA3srwfPe1ZIt6TX42Yh.jpg,255,0
Mark Bridges,Costume Design,2019,5,Male,2.491,https://image.tmdb.org/t/p/original/mw2M3u5WtvBcbL3QdudnaWlWjiV.jpg,256,1
Edith Head,Costume Design,2019,3,Female,4.878,https://image.tmdb.org/t/p/original/l6LmpdKnU67FaoNBLi8VRRoO6wX.jpg,257,0
Ann Roth,Costume Design,2019,2,Female,3.43,https://image.tmdb.org/t/p/original/cT4EtdqvG0Yq4EQ3LASXiwyndYi.jpg,258,0
William Chang,Costume Design,2019,2,Male,2.322,https://image.tmdb.org/t/p/original/u1rSUvhCQSo0z7bPaDoi1pyntFb.jpg,259,0
Anna Hill Johnstone,Costume Design,2019,2,Female,2.248,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,260,0
James Acheson,Costume Design,2019,2,Male,1.681,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,261,0
Stacey Battat,Costume Design,2019,2,Female,0.98,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,262,0
Denise Wingate,Costume Design,2019,2,Female,0.732,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,263,0
Orry-Kelly,Costume Design,2019,2,Male,0.6,https://image.tmdb.org/t/p/original/sbO49ovOUfjyYwRHA66uSVsssSr.jpg,264,0
April Napier,Costume Design,2019,2,Female,0.6,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,264,0
Mike Birbiglia,Writer,2018,3,Male,3.122,https://image.tmdb.org/t/p/original/kK7dXCSPMRx9EYAFvZ0ugA1sMUZ.jpg,265,1
John Mulaney,Writer,2018,2,Male,10.136000000000001,https://image.tmdb.org/t/p/original/dCvVHa6dI0zcavzzcaN2qNCYcoI.jpg,266,0
Tig Notaro,Writer,2018,2,Female,6.682,https://image.tmdb.org/t/p/original/tdZ6XLzIaK0HWWPSM2B5OrOqUC0.jpg,267,0
Paul Schrader,Writer,2018,2,Male,4.897,https://image.tmdb.org/t/p/original/ctRxgCUSRFudwFaPG2AanL71Y3V.jpg,268,0
Sebastián Lelio,Writer,2018,2,Male,2.4130000000000003,https://image.tmdb.org/t/p/original/uzYhbqxO8BGkzBl4g5xHUZbaD7V.jpg,269,0
Spike Lee,Screenplay,2018,2,Male,8.486,https://image.tmdb.org/t/p/original/2KOHXgk2uoRXl6u7V9xpAIo3uay.jpg,270,1
Tig Notaro,Screenplay,2018,2,Female,6.682,https://image.tmdb.org/t/p/original/tdZ6XLzIaK0HWWPSM2B5OrOqUC0.jpg,271,0
Alfonso Cuarón,Editor,2018,2,Male,15.405,https://image.tmdb.org/t/p/original/gaHhrzPfxfc3cbQLkDt54gtP3n1.jpg,272,1
Joel Coen,Editor,2018,2,Male,8.65,https://image.tmdb.org/t/p/original/rgVaJNkZCgMarUcZuUAsVfXMWk3.jpg,273,0
Ethan Coen,Editor,2018,2,Male,6.3,https://image.tmdb.org/t/p/original/ccvoiEe3gEMAth1Oy8SJxVeMcAk.jpg,274,0
Andrew Mondshein,Editor,2018,2,Male,2.265,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,275,0
Leslie Jones,Editor,2018,2,Female,1.891,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,276,0
Barry Alexander Brown,Editor,2018,2,Male,1.6840000000000002,https://image.tmdb.org/t/p/original/rSFpYvWaBONyOhveFnEx0I56zOx.jpg,277,0
Tom McArdle,Editor,2018,2,Male,1.268,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,278,0
Michael P. Shawver,Editor,2018,2,Male,1.166,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,279,0
Jennifer Lame,Editor,2018,2,Female,0.988,https://image.tmdb.org/t/p/original/nwiKUZoGn298QWYgICPDbhMUSgc.jpg,280,0
Gary D. Roach,Editor,2018,2,Male,0.98,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,281,0
Dan Lebental,Editor,2018,2,Male,0.84,https://image.tmdb.org/t/p/original/kG4N93eMa6fzkJjBsRPQXUcGQlg.jpg,282,0
Matt Kugelman,Editor,2018,2,Male,0.84,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,282,0
Affonso Gonçalves,Editor,2018,2,Male,0.652,https://image.tmdb.org/t/p/original/li0pyoKJuUqBGoR7grNNIb1xw0P.jpg,283,0
Joe Bini,Editor,2018,2,Male,0.6,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,284,0
Kelly Lyon,Editor,2018,2,Male,0.6,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,284,0
Scott Martin,Editor,2018,2,Male,0.6,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,284,0
Kevin Klauber,Editor,2018,2,Male,0.6,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,284,0
Edward Lachman,Director of Photography,2018,3,Male,1.063,https://image.tmdb.org/t/p/original/3kVVmrHn39L0yuNHTbd3slTiNaz.jpg,285,1
Emmanuel Lubezki,Director of Photography,2018,2,Male,4.463,https://image.tmdb.org/t/p/original/v5reoqVqGobAVAq4RploSoWD3DZ.jpg,286,0
Janusz Kamiński,Director of Photography,2018,2,Male,4.029,https://image.tmdb.org/t/p/original/5yURZbwMmhiXXlvDmRdz4V14Ufs.jpg,287,0
Robert Elswit,Director of Photography,2018,2,Male,3.775,https://image.tmdb.org/t/p/original/5urU681Z1ZyJxfjEGp6qY6XYXg1.jpg,288,0
Robbie Ryan,Director of Photography,2018,2,Male,1.943,https://image.tmdb.org/t/p/original/bCxjPSQyy6ucy36YdQUEDahEzvd.jpg,289,0
Polly Morgan,Director of Photography,2018,2,Female,1.5119999999999998,https://image.tmdb.org/t/p/original/wAFiNLuTniJV36szKM4CQyPPM6c.jpg,290,0
Jules Labarthe,Director of Photography,2018,2,Male,1.308,https://image.tmdb.org/t/p/original/p67BWlCFDNcf97VhSZPoPoye16C.jpg,291,0
Bruno Delbonnel,Director of Photography,2018,2,Male,1.228,https://image.tmdb.org/t/p/original/kVbyFpLGftvOMBpZjPE8QoW4NEa.jpg,292,0
Benjamin Kasulke,Director of Photography,2018,2,Male,1.22,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,293,0
John Mathieson,Director of Photography,2018,2,Male,1.166,https://image.tmdb.org/t/p/original/AkWm67UMEWHhF3BDfH32HkRl5oM.jpg,294,0
Cameron Barnett,Director of Photography,2018,2,Male,1.052,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,295,0
Bradford Young,Director of Photography,2018,2,Male,0.746,https://image.tmdb.org/t/p/original/shGkUnVemFAOVJuXQDk58CqCgsz.jpg,296,0
Eduard Grau,Director of Photography,2018,2,Male,0.6,https://image.tmdb.org/t/p/original/pEMBYzaub7iyNCQW2zFybseuBtY.jpg,297,0
Alfonso Cuarón,Director,2018,2,Male,15.405,https://image.tmdb.org/t/p/original/gaHhrzPfxfc3cbQLkDt54gtP3n1.jpg,298,1
Ridley Scott,Director,2018,2,Male,13.647,https://image.tmdb.org/t/p/original/zABJmN9opmqD4orWl3KSdCaSo7Q.jpg,299,0
Paul Thomas Anderson,Director,2018,2,Male,11.585999999999999,https://image.tmdb.org/t/p/original/29DHpRKddqTwo2NU162Y49JoQYa.jpg,300,0
Joel Coen,Director,2018,2,Male,8.65,https://image.tmdb.org/t/p/original/rgVaJNkZCgMarUcZuUAsVfXMWk3.jpg,301,0
Spike Lee,Director,2018,2,Male,8.486,https://image.tmdb.org/t/p/original/2KOHXgk2uoRXl6u7V9xpAIo3uay.jpg,302,0
Tig Notaro,Director,2018,2,Female,6.6819999999999995,https://image.tmdb.org/t/p/original/tdZ6XLzIaK0HWWPSM2B5OrOqUC0.jpg,303,0
Ethan Coen,Director,2018,2,Male,6.3,https://image.tmdb.org/t/p/original/ccvoiEe3gEMAth1Oy8SJxVeMcAk.jpg,304,0
Paul Schrader,Director,2018,2,Male,4.897,https://image.tmdb.org/t/p/original/ctRxgCUSRFudwFaPG2AanL71Y3V.jpg,305,0
Seth Barrish,Director,2018,2,Male,3.072,https://image.tmdb.org/t/p/original/Tr9Sv3seUxfm156VvOfzs2durT.jpg,306,0
Sebastián Lelio,Director,2018,2,Male,2.4130000000000003,https://image.tmdb.org/t/p/original/uzYhbqxO8BGkzBl4g5xHUZbaD7V.jpg,307,0
Lance Bangs,Director,2018,2,Male,1.96,https://image.tmdb.org/t/p/original/mRjjImIummmLyGrIs56Ufbbn9h2.jpg,308,0
Jay Karas,Director,2018,2,Male,1.594,https://image.tmdb.org/t/p/original/yAvTNXjN80gLXxRbfA9Ha2ZzYxW.jpg,309,0
Matt Kugelman,Director,2018,2,Male,0.84,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,310,0
Ruth E. Carter,Costume Design,2018,3,Female,4.3210000000000015,https://image.tmdb.org/t/p/original/b1CtSVekrYuEmCYt9K3JxWfcJjt.jpg,311,1
Olga Mill,Costume Design,2018,3,Female,0.6,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,312,0
Debra McGuire,Costume Design,2018,2,Female,4.324,https://image.tmdb.org/t/p/original/2wH44GuUhNUORaANbwOjJNmkC3r.jpg,313,0
Kasia Walicka Maimone,Costume Design,2018,2,Female,3.7310000000000003,https://image.tmdb.org/t/p/original/pWM5IMwzFcOuACMIoQVs5JAspXG.jpg,314,0
Ann Roth,Costume Design,2018,2,Female,3.43,https://image.tmdb.org/t/p/original/cT4EtdqvG0Yq4EQ3LASXiwyndYi.jpg,315,0
Judianna Makovsky,Costume Design,2018,2,Female,3.248,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,316,0
Mark Bridges,Costume Design,2018,2,Male,2.491,https://image.tmdb.org/t/p/original/mw2M3u5WtvBcbL3QdudnaWlWjiV.jpg,317,0
Sandy Powell,Costume Design,2018,2,Female,1.916,https://image.tmdb.org/t/p/original/3pK4SuBmOVghdktSREkSBkFFnG.jpg,318,0
Alex Bovaird,Costume Design,2018,2,Female,1.43,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,319,0
David C. Robinson,Costume Design,2018,2,Male,1.331,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,320,0
Emily Moran,Costume Design,2018,2,Male,1.094,https://i0.wp.com/s.ltrbxd.com/static/img/avatar1000.a71b6e9c.png?ssl=1,321,0
